Account ID,Username,Platform,Follower Count,Posts Per Week,Engagement Rate,Ad Spend (USD),Conversion Rate,Campaign Reach
7187.0,ruth02,Instagram,995140.0,6.0,0.0834,278.42,0.0249,9353.0
7188.0,michael16,LinkedIn,,1.0,0.0834,277.4,0.0161,43413.0
,jaclyn79,LinkedIn,,1.0,0.0642,443.29,0.0194,3691.0
7190.0,lrusso,Facebook,156620.0,1.0,0.0856,211.61,0.0186,36193.0
7191.0,salazargarrett,TikTok,882237.0,4.0,0.0642,194.99,0.0315,
7192.0,lorettamorton,TikTok,952881.0,5.0,0.0642,617.22,0.0181,45095.0
7193.0,nicholaspeters,TikTok,,7.0,0.0834,965.86,,11480.0
7194.0,carpenterthomas,Twitter,808732.0,2.0,0.0642,323.63,0.0403,27480.0
7195.0,amyperez,TikTok,79862.0,7.0,0.102,539.03,0.0403,34489.0
7196.0,tiffanystevens,LinkedIn,,4.0,0.0856,,0.0176,45931.0
7197.0,eedwards,Facebook,307680.0,3.0,0.0642,550.71,0.0148,18251.0
7198.0,palmerjeffrey,LinkedIn,866823.0,,0.0856,104.47,0.0468,23839.0
,,Twitter,424998.0,7.0,0.102,493.64,0.0241,6273.0
7200.0,westjustin,,304082.0,5.0,0.0986,345.58,0.0397,28213.0
7201.0,zrivers,LinkedIn,260243.0,6.0,0.0834,150.36,0.0343,8337.0
7202.0,coxricardo,Instagram,75087.0,2.0,0.0834,878.68,0.0439,19190.0
7203.0,charleshayes,TikTok,989908.0,4.0,0.0642,454.63,0.037,31343.0
7204.0,bpham,Instagram,499846.0,3.0,0.0834,357.45,0.0354,21757.0
7205.0,sthompson,,943160.0,5.0,0.0642,965.17,0.0494,13016.0
7206.0,edwardschristina,Twitter,39882.0,4.0,0.102,,0.0131,42064.0
7207.0,romeroallison,LinkedIn,57668.0,3.0,0.0856,270.31,0.0233,44195.0
7208.0,brian06,Facebook,652627.0,2.0,0.0986,599.73,0.0398,18650.0
7209.0,awilkins,TikTok,418821.0,5.0,0.0834,972.62,0.0146,47731.0
7210.0,robert05,Instagram,877819.0,2.0,0.102,394.17,0.0269,48368.0
7211.0,wreed,LinkedIn,852553.0,1.0,0.0642,493.46,0.0365,48800.0
7212.0,,Facebook,818873.0,4.0,0.0642,801.28,0.0296,34409.0
7213.0,nicholas41,Facebook,246707.0,1.0,0.102,887.03,0.0394,34906.0
7214.0,besparza,Instagram,889750.0,1.0,0.0642,250.33,0.0403,21107.0
7215.0,ghall,TikTok,39122.0,2.0,0.0642,582.88,0.0227,34874.0
7216.0,benjamingutierrez,LinkedIn,896008.0,6.0,0.0834,640.57,0.0225,35539.0
7217.0,elizabeth54,Twitter,351654.0,3.0,0.0642,450.94,0.0483,21298.0
7218.0,jonathan26,Instagram,122335.0,,0.0986,745.68,0.0332,46027.0
7219.0,fduffy,Twitter,357502.0,4.0,0.0986,192.99,0.0471,1731.0
7220.0,,TikTok,657319.0,2.0,0.0986,951.65,0.048,7798.0
7221.0,gbowman,LinkedIn,426794.0,4.0,0.0986,962.84,,49919.0
7222.0,llopez,Facebook,166055.0,3.0,0.102,681.35,0.0163,7185.0
7223.0,zpratt,Instagram,322348.0,7.0,0.0856,402.13,0.0387,16233.0
,zpratt,Twitter,794939.0,7.0,0.0834,136.15,0.0242,41983.0
7225.0,brianna64,Facebook,11820.0,1.0,0.102,919.28,0.0286,
7226.0,nvincent,Instagram,433898.0,3.0,0.0856,307.1,0.0389,8009.0
7227.0,michael16,Facebook,677829.0,5.0,0.0642,,0.0479,38853.0
7228.0,harrisjacob,LinkedIn,596805.0,7.0,0.0986,868.53,0.0175,3249.0
7229.0,ipark,TikTok,420623.0,4.0,0.0642,756.25,0.0391,36055.0
,gacosta,Facebook,210093.0,4.0,0.0856,651.18,0.0154,46059.0
7231.0,mtaylor,Twitter,788651.0,6.0,0.102,972.33,0.0479,43383.0
7232.0,browndarryl,TikTok,104702.0,5.0,0.0642,548.59,0.0164,44019.0
7233.0,michael61,LinkedIn,315334.0,5.0,0.0834,,0.0499,18572.0
7234.0,stonecharles,Facebook,313250.0,6.0,0.102,261.62,0.038,44586.0
7235.0,michaelbaker,LinkedIn,665220.0,5.0,0.0834,940.9,0.0483,44092.0
7236.0,victoria86,TikTok,240687.0,1.0,0.102,511.26,0.04,23404.0
7237.0,justin99,Instagram,512875.0,3.0,0.0642,,0.0307,17057.0
7238.0,ashley37,Facebook,855565.0,5.0,0.0642,651.68,0.0283,17474.0
7239.0,john06,Instagram,916687.0,,0.0986,985.34,0.0135,25946.0
7240.0,matthew40,LinkedIn,267789.0,3.0,0.0986,303.26,0.048,45788.0
7241.0,adam31,Facebook,247099.0,,0.0834,181.4,0.0133,46491.0
7242.0,jmiller,LinkedIn,811039.0,6.0,0.0834,814.78,0.0309,27656.0
7243.0,katherinechristian,LinkedIn,998920.0,7.0,0.0642,468.93,0.0364,6187.0
7244.0,,Instagram,194333.0,1.0,0.102,984.08,0.0357,7339.0
7245.0,andrew37,LinkedIn,26969.0,3.0,0.0642,154.35,0.0244,1715.0
7246.0,debbieharris,LinkedIn,295414.0,4.0,0.0834,695.52,0.0417,1392.0
7247.0,nponce,Instagram,90884.0,7.0,0.0642,753.84,0.0389,26318.0
7248.0,hernandezthomas,LinkedIn,76161.0,5.0,0.102,993.19,0.0252,10104.0
7249.0,kellidaniel,Facebook,339509.0,3.0,0.102,600.01,0.0102,33052.0
7250.0,smcguire,,754922.0,1.0,0.102,390.54,0.0237,10749.0
7251.0,nicholasnorton,TikTok,563236.0,4.0,0.0834,477.98,0.0227,25940.0
7252.0,diana02,Instagram,967221.0,4.0,0.0834,287.9,0.0288,31350.0
7253.0,elizabeth92,LinkedIn,5205.0,6.0,0.102,694.28,0.0352,28743.0
7254.0,manuel94,Instagram,877385.0,5.0,0.0856,730.24,0.0281,21584.0
7255.0,eric65,Twitter,817242.0,,0.0856,53.54,0.0314,45638.0
7256.0,susan22,TikTok,939632.0,7.0,0.0986,358.83,0.0288,34654.0
7257.0,francojoseph,TikTok,475613.0,3.0,0.0834,362.24,0.0372,15180.0
7258.0,jennifervaughn,TikTok,872476.0,6.0,0.102,682.99,0.0303,10518.0
7259.0,slambert,Twitter,558776.0,,0.0642,380.39,0.0474,31623.0
7260.0,mullinsalicia,Facebook,934387.0,3.0,0.0986,,0.0348,41647.0
7261.0,mike15,Instagram,77598.0,2.0,0.0986,336.2,0.0424,14343.0
7262.0,cooklinda,LinkedIn,109143.0,6.0,0.0986,825.22,0.0343,33918.0
7263.0,christopherbarnes,Instagram,985328.0,2.0,0.0642,592.26,0.0221,37579.0
7264.0,martinerica,Twitter,457485.0,,0.102,361.15,0.0335,2374.0
7265.0,ptorres,Facebook,512632.0,3.0,0.0834,336.2,0.0334,19385.0
7266.0,treynolds,Facebook,686562.0,3.0,0.102,236.48,0.0177,42696.0
7267.0,jeffery32,Instagram,832963.0,5.0,0.0856,969.88,0.0373,22709.0
7268.0,williambell,LinkedIn,,4.0,,993.14,0.0413,28922.0
7269.0,corydavis,Instagram,911548.0,3.0,0.0642,282.65,0.0257,46075.0
7270.0,pierceaaron,LinkedIn,340716.0,2.0,0.0856,268.1,0.0213,39954.0
7271.0,teresaellis,Twitter,,1.0,0.0986,142.77,0.0471,13610.0
7272.0,mckenzieadam,Twitter,195580.0,3.0,0.102,,0.04,4795.0
7273.0,bobbystrickland,Instagram,279498.0,4.0,0.0986,90.45,0.027,47176.0
7274.0,wongrichard,Facebook,562124.0,1.0,0.0642,190.5,0.0454,7261.0
7275.0,william00,TikTok,296415.0,2.0,0.102,68.93,0.0176,1210.0
7276.0,petersonjerry,Facebook,48838.0,,0.0834,869.5,0.0166,48357.0
7277.0,gonzaleslauren,Facebook,363815.0,6.0,0.102,970.21,0.0147,17913.0
7278.0,daniellelamb,Facebook,457232.0,,0.0986,537.16,0.0167,46683.0
7279.0,tonyaevans,LinkedIn,22691.0,6.0,0.0834,428.98,0.0353,45362.0
7280.0,doughertyaustin,Instagram,411369.0,5.0,0.0856,296.14,0.0178,27656.0
7281.0,fmolina,TikTok,500213.0,4.0,0.102,422.75,0.0238,18242.0
7282.0,johnsonroberto,LinkedIn,694376.0,3.0,0.0834,296.14,0.0402,2253.0
7283.0,mackenziedaniels,TikTok,609603.0,,0.102,935.93,,18735.0
7284.0,zbush,Instagram,421630.0,,0.102,98.2,0.04,13078.0
7285.0,hdavis,LinkedIn,855112.0,1.0,0.0642,156.13,0.0279,28884.0
7286.0,bclark,LinkedIn,340927.0,1.0,0.102,349.72,0.0286,26865.0
7287.0,,TikTok,659271.0,3.0,0.102,774.51,0.0128,14492.0
7288.0,steven51,Instagram,561496.0,5.0,0.0986,868.53,0.049,
7289.0,brady22,TikTok,54443.0,3.0,0.0856,971.23,0.0341,32781.0
7290.0,jamie67,LinkedIn,463139.0,7.0,0.0834,449.39,0.0208,8236.0
,wsmith,Instagram,815034.0,2.0,0.0834,262.66,0.0133,48367.0
7292.0,hrobinson,Twitter,539760.0,2.0,0.0642,890.31,0.0143,39748.0
7293.0,evanscarrie,Facebook,85090.0,4.0,0.0986,609.25,0.0219,12725.0
7294.0,revans,Facebook,985584.0,6.0,0.0642,203.52,0.031,14946.0
7295.0,allison03,Instagram,891947.0,1.0,0.0642,485.39,0.0105,43320.0
7296.0,stacey77,Instagram,749740.0,6.0,0.0642,345.58,0.0109,32836.0
7297.0,tiffanyferrell,Twitter,159352.0,2.0,0.102,276.88,0.0493,21219.0
7298.0,marcoporter,,669588.0,4.0,0.0642,389.68,0.0389,25229.0
7299.0,matthew40,Instagram,973480.0,7.0,0.102,802.17,0.0154,28952.0
7300.0,angelarose,Facebook,577732.0,1.0,0.0986,,0.0371,6145.0
7301.0,john77,TikTok,661681.0,1.0,0.0834,507.13,0.0133,14533.0
7302.0,zacharyhill,Facebook,6062.0,7.0,0.0986,452.91,0.0373,
7303.0,anthonyrobinson,Twitter,,5.0,0.0834,110.12,0.0233,1462.0
7304.0,jaimeedwards,Twitter,195414.0,6.0,0.0642,909.29,0.013,12858.0
7305.0,alvarezdanielle,Twitter,306311.0,5.0,0.0986,630.77,0.0274,49982.0
7306.0,shanejohnson,Instagram,17046.0,3.0,0.0856,257.56,0.0107,48614.0
7307.0,reneecontreras,LinkedIn,,1.0,0.0986,772.09,0.0459,40969.0
7308.0,dnguyen,LinkedIn,656387.0,4.0,0.0986,682.47,0.0229,13247.0
7309.0,qsmith,LinkedIn,976941.0,6.0,,503.42,,6434.0
7310.0,fosterjillian,Twitter,676164.0,3.0,0.0986,222.59,0.0211,10737.0
7311.0,ipark,Facebook,804702.0,4.0,0.0986,362.24,0.0269,31567.0
7312.0,ihernandez,Twitter,968235.0,5.0,0.0986,972.62,0.0424,19521.0
7313.0,aandrade,LinkedIn,385101.0,3.0,0.102,360.29,0.0118,19092.0
7314.0,laurendurham,TikTok,693398.0,1.0,0.0642,864.15,0.0242,7418.0
7315.0,gsharp,Twitter,77870.0,5.0,0.0986,194.55,0.0291,44129.0
7316.0,david74,Instagram,580622.0,6.0,0.102,344.14,0.0283,23331.0
7317.0,davisjose,TikTok,102399.0,4.0,0.0986,846.43,0.0381,33388.0
7318.0,hayespamela,TikTok,36647.0,7.0,0.102,154.35,0.0427,49092.0
7319.0,teresa99,Facebook,898628.0,1.0,0.0856,,0.024,13231.0
7320.0,tommy65,Facebook,29994.0,6.0,0.0856,528.03,0.0174,46249.0
7321.0,mtaylor,Facebook,483480.0,,0.0986,156.13,0.0339,12766.0
7322.0,billpage,LinkedIn,135937.0,2.0,0.0986,521.96,0.0442,22340.0
7323.0,gmeyer,Facebook,825360.0,7.0,0.0642,757.24,0.0191,
7324.0,shannon54,Twitter,17147.0,3.0,0.102,496.08,0.0434,34754.0
7325.0,plindsey,Instagram,253954.0,7.0,0.0642,905.43,0.0423,4810.0
7326.0,francojoseph,Instagram,,3.0,0.102,864.3,0.0458,28591.0
7327.0,pamelacollins,Instagram,113187.0,2.0,0.0642,574.29,0.0286,10586.0
7328.0,,Instagram,978403.0,1.0,0.0834,166.55,0.0337,32014.0
7329.0,vincentwang,Facebook,333681.0,1.0,0.0856,928.28,0.0391,33531.0
7330.0,victoria05,Twitter,68668.0,7.0,0.0856,742.79,0.0296,46418.0
7331.0,cthompson,Facebook,598258.0,3.0,0.0642,402.45,0.0234,34274.0
7332.0,,Twitter,,1.0,0.102,408.93,0.0238,42282.0
7333.0,virginia09,LinkedIn,917300.0,7.0,0.0834,756.25,0.0108,18902.0
7334.0,christianamy,Twitter,334762.0,3.0,0.102,946.08,0.0215,
7335.0,chavezcourtney,TikTok,823792.0,6.0,0.0986,533.08,0.0444,5482.0
7336.0,xdavis,LinkedIn,,,0.0986,915.05,0.0273,
7337.0,wstevens,TikTok,433659.0,6.0,0.0834,214.78,,18245.0
7338.0,jonathan39,LinkedIn,596460.0,,0.0642,428.86,0.0119,39845.0
7339.0,combsstephanie,,669960.0,1.0,0.0834,153.92,,
7340.0,anthonywilliams,Facebook,216516.0,4.0,0.0642,216.91,0.0348,43964.0
7341.0,hgonzalez,Twitter,641804.0,6.0,,542.96,0.0108,18103.0
7342.0,ibrock,,645776.0,2.0,0.0834,825.62,0.0427,2460.0
7343.0,crystalsharp,Twitter,372760.0,3.0,0.0986,287.49,0.0349,21468.0
7344.0,aramos,Instagram,319957.0,6.0,0.102,520.22,0.0273,49340.0
7345.0,gbowman,Instagram,421996.0,4.0,0.0834,276.5,0.0262,31264.0
7346.0,kwright,LinkedIn,293414.0,,0.0642,695.81,0.0286,26080.0
7347.0,danielanderson,Instagram,830648.0,7.0,0.0834,53.9,0.021,39252.0
7348.0,nturner,,403761.0,7.0,0.102,,0.0314,
7349.0,codyjohnson,Twitter,793709.0,6.0,,268.92,0.0181,
7350.0,hughesmatthew,Facebook,608210.0,3.0,0.0986,186.45,0.0417,32092.0
,patricknoble,Facebook,997915.0,3.0,0.0834,,0.0182,25985.0
7352.0,mary46,Facebook,743736.0,6.0,0.102,905.43,0.0378,8899.0
7353.0,kellie00,LinkedIn,517802.0,2.0,0.0986,615.99,0.0192,10828.0
7354.0,ronnie15,Facebook,204887.0,5.0,0.0856,775.97,,28870.0
7355.0,keycarol,TikTok,242814.0,3.0,0.102,,0.0175,12779.0
7356.0,byrdsamantha,TikTok,108637.0,5.0,0.0856,81.9,0.0361,7439.0
7357.0,michael55,Facebook,604169.0,1.0,0.0642,332.66,0.0493,49019.0
7358.0,timothy62,Facebook,630273.0,,,141.99,0.0163,38850.0
7359.0,gonzaleznicholas,TikTok,379986.0,2.0,0.0642,869.72,,14794.0
7360.0,bobbystrickland,LinkedIn,170595.0,3.0,0.102,85.8,0.0227,6408.0
,aryan,Instagram,322667.0,6.0,0.0856,926.61,0.0216,48401.0
7362.0,james60,Twitter,579876.0,5.0,0.0986,905.83,0.0178,33116.0
7363.0,robinparsons,LinkedIn,6122.0,5.0,0.0856,278.81,0.0193,8246.0
7364.0,robert56,Facebook,653636.0,1.0,0.0856,269.7,0.0435,31012.0
7365.0,qthompson,TikTok,184974.0,1.0,0.0856,772.09,0.0282,30420.0
7366.0,ghouse,Facebook,14727.0,7.0,0.0856,548.5,0.0138,20931.0
7367.0,chavezcourtney,LinkedIn,106111.0,3.0,0.0834,373.18,0.0456,46151.0
7368.0,william00,Instagram,146031.0,7.0,0.102,915.43,0.0426,14054.0
7369.0,medinanatalie,LinkedIn,809646.0,2.0,0.0856,269.7,0.0274,40268.0
7370.0,mary46,Twitter,509483.0,4.0,0.0642,514.07,0.0283,11579.0
7371.0,thomasherman,Twitter,462402.0,6.0,0.0834,440.37,0.0494,14443.0
7372.0,fgamble,LinkedIn,174543.0,1.0,0.0834,337.84,0.0213,46415.0
7373.0,beth19,Facebook,135143.0,4.0,0.0642,,0.0455,5111.0
7374.0,kimberlymorales,Facebook,500267.0,4.0,0.0986,250.31,0.024,32117.0
7375.0,pbrooks,Instagram,381631.0,5.0,0.0856,557.81,0.0178,20330.0
7376.0,micheleshaw,Instagram,549012.0,1.0,0.0856,482.45,0.0152,12598.0
7377.0,rwilliams,Instagram,696862.0,5.0,0.0642,714.36,0.0334,5013.0
7378.0,cthompson,Twitter,641637.0,,0.102,817.67,0.0117,26772.0
7379.0,ewalters,TikTok,552704.0,3.0,0.0856,572.3,0.0363,49124.0
7380.0,melissacordova,Instagram,669334.0,5.0,0.0642,142.56,0.0171,17025.0
7381.0,gutierreznicholas,TikTok,893889.0,2.0,0.0856,496.08,0.0312,3113.0
7382.0,jenniferthornton,Twitter,179568.0,2.0,0.0642,150.31,0.0175,48020.0
7383.0,schmittjason,,625430.0,4.0,0.0856,,0.0327,13014.0
7384.0,james60,Twitter,15730.0,4.0,0.0986,313.49,0.0168,49508.0
7385.0,jennifer98,Twitter,917509.0,4.0,0.0834,216.01,0.0228,49172.0
7386.0,gmcintosh,Instagram,291397.0,1.0,0.0986,885.8,0.011,
7387.0,james94,LinkedIn,416118.0,3.0,0.0834,,0.0314,44987.0
7388.0,garciaaudrey,Facebook,152150.0,6.0,0.0856,135.73,0.0159,1445.0
7389.0,garciajustin,TikTok,908756.0,3.0,0.0642,952.5,0.0278,24525.0
7390.0,ricardo38,Facebook,987469.0,5.0,0.0834,966.84,0.0161,14307.0
7391.0,gilbertdavid,TikTok,735863.0,5.0,0.102,637.48,0.0492,46122.0
7392.0,steven51,Facebook,288241.0,5.0,0.0856,989.88,0.04,4553.0
7393.0,adam31,Twitter,315940.0,6.0,0.0856,976.76,0.0373,25887.0
7394.0,hawkinskelly,Twitter,710149.0,7.0,0.0834,70.91,0.0381,30635.0
7395.0,jbrown,Facebook,784578.0,7.0,0.0986,584.81,0.0389,47604.0
7396.0,stuartsmith,Facebook,702184.0,4.0,0.0834,630.47,,19905.0
7397.0,romerocalvin,Twitter,289074.0,3.0,,117.05,0.0483,35874.0
7398.0,sierrajohnson,TikTok,27515.0,3.0,0.102,421.56,0.0477,
7399.0,codyjohnson,TikTok,754033.0,1.0,0.0856,83.53,0.0481,25719.0
7400.0,,LinkedIn,170435.0,1.0,,466.94,0.0108,18241.0
,tristanpearson,Twitter,237117.0,2.0,0.0986,457.26,0.0241,43375.0
7402.0,michaellee,Instagram,665948.0,2.0,0.0856,433.83,0.0191,14107.0
,lisachan,LinkedIn,900440.0,3.0,0.0834,731.75,0.0464,19625.0
7404.0,marycrawford,Instagram,378645.0,2.0,0.102,82.92,0.0174,2309.0
7405.0,tristanpearson,Instagram,453433.0,6.0,0.0986,352.46,0.0105,33969.0
7406.0,pblackwell,Facebook,853414.0,,0.0834,829.47,0.0326,16359.0
7407.0,daltonmichael,Instagram,,6.0,0.102,228.19,0.0201,3902.0
7408.0,mariewilliams,Instagram,129714.0,3.0,,538.1,0.0252,12331.0
7409.0,stephanievasquez,Instagram,434369.0,2.0,0.0834,200.82,0.032,10450.0
7410.0,revans,Twitter,420439.0,6.0,0.0642,356.3,0.0313,22322.0
7411.0,fowlermichael,TikTok,826869.0,1.0,0.0834,597.33,0.0166,26614.0
7412.0,ngray,Facebook,782068.0,5.0,0.0856,905.3,0.0161,42775.0
7413.0,gacosta,Twitter,974092.0,1.0,0.102,184.93,0.0352,2781.0
7414.0,wendylee,TikTok,437120.0,6.0,0.0834,160.86,0.0114,33059.0
,edwardschristina,,618876.0,6.0,0.102,511.26,0.0359,8497.0
7416.0,yvettepotts,TikTok,280240.0,6.0,0.0642,516.15,0.0327,20440.0
7417.0,eric95,TikTok,312273.0,2.0,0.0834,428.98,0.0181,23261.0
7418.0,toneill,Facebook,,6.0,0.102,245.68,0.0354,36159.0
7419.0,mariapatel,LinkedIn,438845.0,3.0,,216.01,0.0381,20685.0
7420.0,garymoore,LinkedIn,51517.0,7.0,0.0642,376.75,0.0213,
,simmonscarrie,TikTok,845949.0,3.0,0.0856,228.19,0.0278,2726.0
7422.0,ycole,Facebook,862665.0,3.0,0.0986,421.56,,46936.0
7423.0,revans,LinkedIn,731235.0,6.0,0.0986,330.78,0.0258,31324.0
7424.0,jaclyn79,LinkedIn,31207.0,3.0,0.0642,971.23,0.0278,12123.0
7425.0,mary32,Instagram,46796.0,4.0,0.102,926.61,0.0279,24543.0
7426.0,blackburnanthony,,532042.0,6.0,0.0986,334.87,0.0429,40463.0
7427.0,mtaylor,LinkedIn,122277.0,3.0,0.0834,733.6,0.0102,24948.0
7428.0,juarezcassandra,Instagram,495863.0,4.0,0.0856,286.58,0.0187,20976.0
7429.0,dannylee,Instagram,685173.0,1.0,0.0642,119.48,0.0447,10401.0
7430.0,jameskennedy,Facebook,107845.0,7.0,0.0834,236.48,0.0281,4841.0
7431.0,charleshayes,TikTok,184097.0,2.0,0.0856,951.65,0.0282,25429.0
7432.0,vmorales,,836708.0,7.0,0.0642,64.51,0.0348,1259.0
7433.0,alyssa19,TikTok,549342.0,,0.0856,279.32,0.0219,
7434.0,blakebell,TikTok,989559.0,4.0,0.102,466.94,0.0381,20365.0
7435.0,erodriguez,Instagram,600964.0,7.0,0.0856,993.52,0.0477,1781.0
7436.0,ruizguy,TikTok,52077.0,3.0,0.0856,339.15,0.0359,24417.0
7437.0,paularios,TikTok,576089.0,1.0,0.0642,,0.0123,27371.0
7438.0,josephjordan,Facebook,595803.0,1.0,0.0856,905.83,0.0215,6891.0
7439.0,zwhite,Facebook,174615.0,1.0,0.0986,117.22,0.0304,45701.0
7440.0,rachelgutierrez,Facebook,367624.0,5.0,0.0986,467.01,0.0144,25352.0
7441.0,ejones,Instagram,89223.0,5.0,0.0642,,0.0482,42974.0
7442.0,bstanton,TikTok,749296.0,2.0,0.0834,204.59,0.0342,
7443.0,grahamallison,Instagram,785192.0,5.0,0.0986,62.71,0.0437,26512.0
7444.0,williambell,TikTok,272743.0,2.0,0.0834,989.88,0.0392,48281.0
7445.0,johnsoncourtney,LinkedIn,,6.0,0.102,267.79,,27228.0
7446.0,corymann,Facebook,89289.0,4.0,0.0986,924.61,0.0363,27291.0
7447.0,kristinlynch,TikTok,104267.0,6.0,0.102,834.49,0.0393,12125.0
,kdavis,LinkedIn,245522.0,,0.0642,698.14,0.0219,38572.0
7449.0,brian06,LinkedIn,397107.0,,0.0834,853.64,0.0166,47467.0
7450.0,hannah30,Twitter,928277.0,3.0,0.0642,651.68,0.0116,39013.0
7451.0,toddkenneth,Instagram,348726.0,5.0,0.0642,334.87,0.0187,8115.0
7452.0,xnelson,LinkedIn,643588.0,5.0,0.0642,211.96,0.0343,43227.0
7453.0,ubecker,LinkedIn,551879.0,2.0,0.0834,784.57,0.0283,28106.0
,,Facebook,,,,672.02,0.0118,25527.0
7455.0,,LinkedIn,12791.0,3.0,0.0856,,0.0397,
7456.0,melendezpamela,Twitter,836295.0,2.0,0.102,603.07,0.0444,25790.0
7457.0,brian06,Facebook,570259.0,1.0,0.0856,775.38,0.0104,1666.0
7458.0,mark69,Instagram,969187.0,5.0,0.0642,966.97,0.0276,34825.0
7459.0,voconnor,TikTok,876374.0,1.0,0.0834,829.47,0.0354,36629.0
7460.0,gtorres,Twitter,985452.0,6.0,0.0986,753.13,0.0137,28759.0
7461.0,bclark,Instagram,203118.0,4.0,0.0642,713.93,0.0108,9195.0
7462.0,jmcgee,Instagram,882959.0,7.0,0.0856,,0.0385,18627.0
7463.0,flemingrichard,Instagram,404598.0,3.0,0.0642,,,9400.0
7464.0,jeffery32,TikTok,386678.0,6.0,0.102,96.71,0.0478,7259.0
7465.0,,LinkedIn,278787.0,6.0,0.0856,959.49,0.0222,1708.0
7466.0,tmarquez,Instagram,287138.0,2.0,0.0986,115.57,0.0115,29279.0
7467.0,corydavis,,200092.0,6.0,0.0986,154.01,0.0328,3045.0
7468.0,lpierce,Twitter,,1.0,0.0986,224.07,,43261.0
7469.0,ryan99,Instagram,65162.0,6.0,0.0642,,0.0343,
7470.0,jonathanherman,Instagram,238259.0,5.0,0.0856,801.17,0.0229,21857.0
7471.0,gilbertdavid,TikTok,334346.0,2.0,0.0856,330.06,0.0245,6070.0
7472.0,kdavis,TikTok,988880.0,7.0,0.0856,793.72,0.0325,49575.0
7473.0,blackburnanthony,LinkedIn,491679.0,1.0,0.0986,439.08,0.0245,38699.0
7474.0,chavezcourtney,,376775.0,7.0,0.0834,126.13,0.0429,25908.0
,robinsonlindsey,LinkedIn,357639.0,6.0,0.102,148.05,0.019,42812.0
7476.0,kjohns,Twitter,257077.0,5.0,0.0642,892.8,0.0286,30756.0
7477.0,pblackwell,Facebook,323459.0,1.0,0.0834,330.06,0.0189,41245.0
7478.0,robertsjared,Facebook,840367.0,6.0,0.102,177.41,0.0422,14239.0
7479.0,andrew53,Twitter,465190.0,,0.102,250.33,0.0494,39087.0
7480.0,eryan,TikTok,257478.0,6.0,0.0856,53.32,0.0296,19752.0
7481.0,diazmisty,Facebook,366378.0,6.0,0.0856,656.5,,33520.0
7482.0,erica07,TikTok,804873.0,6.0,0.102,360.29,0.04,44944.0
7483.0,dunndaniel,Twitter,387955.0,6.0,0.102,,0.0137,30734.0
7484.0,kellidaniel,Twitter,167793.0,2.0,0.0986,947.76,0.0443,15176.0
7485.0,sarahowen,TikTok,446072.0,3.0,0.102,517.59,0.0272,24967.0
7486.0,mary46,LinkedIn,202317.0,6.0,0.0642,727.33,0.0412,
7487.0,susan22,Instagram,355183.0,7.0,0.0856,264.48,0.0171,8790.0
,bettyray,Facebook,970342.0,5.0,0.0856,654.96,0.0102,48614.0
7489.0,karen03,Twitter,369954.0,,0.0856,187.13,0.0275,42677.0
7490.0,,Facebook,962826.0,6.0,0.0834,396.53,0.0473,21509.0
7491.0,corydavis,TikTok,42543.0,6.0,0.0834,,0.0147,
7492.0,lsaunders,LinkedIn,,6.0,,787.99,0.0112,11916.0
7493.0,qperkins,Facebook,274098.0,7.0,0.102,194.55,0.0477,47430.0
7494.0,carlosrivera,,,6.0,0.0834,380.5,0.0108,48243.0
7495.0,vdavila,TikTok,548542.0,2.0,0.0986,715.11,0.0344,38374.0
7496.0,petersonkristie,TikTok,842607.0,4.0,0.0856,735.9,0.0353,49642.0
7497.0,keithseth,,396319.0,7.0,0.0986,110.12,0.0404,39891.0
,david22,LinkedIn,333368.0,2.0,0.102,97.1,0.0233,36085.0
7499.0,ojenkins,Facebook,396057.0,2.0,0.0642,542.96,0.0331,37752.0
7500.0,valentinetammy,LinkedIn,235289.0,5.0,0.0834,357.45,0.0174,32531.0
7501.0,kennedykayla,Facebook,491977.0,5.0,0.102,356.29,,27714.0
7502.0,duranbrittany,Instagram,694887.0,1.0,0.102,967.5,0.0255,38614.0
7503.0,,LinkedIn,686630.0,5.0,0.0834,356.29,0.0159,37631.0
7504.0,robertmorris,Facebook,658829.0,5.0,0.0642,233.02,0.0244,24244.0
7505.0,vbrady,,913133.0,6.0,0.102,,0.0127,5412.0
7506.0,nponce,Instagram,843242.0,4.0,0.0642,100.35,,22097.0
7507.0,mcculloughedward,Facebook,705393.0,6.0,0.102,466.51,0.0321,38554.0
7508.0,evanssteven,TikTok,664748.0,,0.0642,869.72,0.0391,29311.0
7509.0,juarezcassandra,Facebook,962293.0,6.0,0.0856,421.56,0.0318,40852.0
7510.0,martinerica,Twitter,753703.0,7.0,0.0986,713.9,0.0417,39635.0
7511.0,randallmichael,Twitter,318208.0,3.0,0.0834,799.49,0.0237,23666.0
7512.0,jonesjerry,Twitter,204042.0,6.0,0.0834,966.01,0.0108,30221.0
7513.0,,Facebook,265636.0,4.0,0.0642,428.02,0.042,45671.0
7514.0,xmartinez,Twitter,367857.0,3.0,0.0642,587.97,0.0297,21418.0
7515.0,plindsey,Facebook,401482.0,,0.102,882.09,0.0431,38931.0
7516.0,victoria05,Facebook,,1.0,0.0642,698.14,0.0273,8614.0
7517.0,hgonzalez,LinkedIn,975304.0,6.0,0.0834,380.39,0.0184,1808.0
